SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
sample2_user	TSTD1	thiosulfate sulfurtransferase like domain containing 1	Oxidative Phosphorylation	-0.179711	0.657338
sample2_user	TTC19	tetratricopeptide repeat domain 19	Oxidative Phosphorylation	-0.0574788	0.601083
sample2_user	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Oxidative Phosphorylation	-0.0570733	0.490527
sample2_user	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	Oxidative Phosphorylation	0.229468	0.0587102
sample2_user	UQCRB	ubiquinol-cytochrome c reductase binding protein	Oxidative Phosphorylation	0.109855	0.31289
sample2_user	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	Oxidative Phosphorylation	-0.163564	0.0536329
sample2_user	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	Oxidative Phosphorylation	0.129371	0.167315
sample2_user	MT-ATP6	mitochondrially encoded ATP synthase 6	Oxidative Phosphorylation (mt)	-0.0460955	0.827776
sample2_user	MT-ATP8	mitochondrially encoded ATP synthase 8	Oxidative Phosphorylation (mt)	-0.156862	0.0948378
sample2_user	MT-CO1	mitochondrially encoded cytochrome c oxidase I	Oxidative Phosphorylation (mt)	0.0841949	0.230723
sample2_user	MT-CO2	mitochondrially encoded cytochrome c oxidase II	Oxidative Phosphorylation (mt)	0.0423328	0.749104
sample2_user	MT-CO3	mitochondrially encoded cytochrome c oxidase III	Oxidative Phosphorylation (mt)	-0.270831	0.587624
sample2_user	MT-CYB	mitochondrially encoded cytochrome b	Oxidative Phosphorylation (mt)	-0.058499	0.621549
sample2_user	MT-ND1	mitochondrially encoded NADH dehydrogenase 1	Oxidative Phosphorylation (mt)	-0.173653	0.164319
sample2_user	MT-ND2	mitochondrially encoded NADH dehydrogenase 2	Oxidative Phosphorylation (mt)	0.0265628	0.840555
sample2_user	MT-ND3	mitochondrially encoded NADH dehydrogenase 3	Oxidative Phosphorylation (mt)	0.268825	0.154795
sample2_user	MT-ND4	mitochondrially encoded NADH dehydrogenase 4	Oxidative Phosphorylation (mt)	0.0984684	0.846843
sample2_user	MT-ND4L	mitochondrially encoded NADH 4L dehydrogenase	Oxidative Phosphorylation (mt)	0.0924074	0.963726
sample2_user	MT-ND5	mitochondrially encoded NADH dehydrogenase 5	Oxidative Phosphorylation (mt)	0.0339493	0.930628
sample2_user	MT-ND6	mitochondrially encoded NADH dehydrogenase 6	Oxidative Phosphorylation (mt)	0.590968	0.102504
sample2_user	G6PD	glucose-6-phosphate dehydrogenase	Pentose Phosphate Pathway	0.284685	0.114703
sample2_user	PGD	phosphogluconate dehydrogenase	Pentose Phosphate Pathway	0.136813	0.209521
sample2_user	PGLS	6-phosphogluconolactonase	Pentose Phosphate Pathway	-0.0255226	0.86178
sample2_user	RPIA	ribose 5-phosphate isomerase A	Pentose Phosphate Pathway	-0.206721	0.26666
sample2_user	TALDO1	transaldolase 1	Pentose Phosphate Pathway	0.000283839	0.998119
sample2_user	TKT	transketolase	Pentose Phosphate Pathway	0.146501	0.506819
sample2_user	AFG1L	AFG1 like ATPase	Protein Stability & Degradation	0.165988	0.389011
sample2_user	ATAD1	ATPase family AAA domain containing 1	Protein Stability & Degradation	0.171489	0.141626
sample2_user	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	Protein Stability & Degradation	0.398719	0.116198
sample2_user	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin	Protein Stability & Degradation	-0.324247	0.0149095
sample2_user	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	Protein Stability & Degradation	-0.0318776	0.765992
sample2_user	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Protein Stability & Degradation	-0.0587388	0.600019
sample2_user	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	Protein Stability & Degradation	0.0940737	0.295573
sample2_user	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	Protein Stability & Degradation	-0.256637	0.00181786
sample2_user	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	Protein Stability & Degradation	0.245772	0.0540882
sample2_user	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	Protein Stability & Degradation	0.418405	0.00964962
sample2_user	FBXL4	F-box and leucine rich repeat protein 4	Protein Stability & Degradation	0.536717	0.0000682255
sample2_user	FKBP8	FKBP prolyl isomerase 8	Protein Stability & Degradation	0.0248877	0.782215
sample2_user	HSPA1A	heat shock protein family A (Hsp70) member 1A	Protein Stability & Degradation	-0.232895	0.12044
sample2_user	HSPD1	heat shock protein family D (Hsp60) member 1	Protein Stability & Degradation	0.112556	0.305947
sample2_user	LONP1	lon peptidase 1, mitochondrial	Protein Stability & Degradation	0.063019	0.651577
sample2_user	MUL1	mitochondrial E3 ubiquitin protein ligase 1	Protein Stability & Degradation	0.130453	0.102067
sample2_user	NLN	neurolysin	Protein Stability & Degradation	-0.00674312	0.953573
sample2_user	NRDC	nardilysin convertase	Protein Stability & Degradation	0.0157239	0.869682
sample2_user	PET100	PET100 cytochrome c oxidase chaperone	Protein Stability & Degradation	0.149885	0.379798
sample2_user	PITRM1	pitrilysin metallopeptidase 1	Protein Stability & Degradation	-0.200905	0.306574
sample2_user	RNF185	ring finger protein 185	Protein Stability & Degradation	0.229071	0.028769
sample2_user	RNF5	ring finger protein 5	Protein Stability & Degradation	0.177527	0.168788
sample2_user	TMEM177	transmembrane protein 177	Protein Stability & Degradation	0.216967	0.0996771
sample2_user	UBA1	ubiquitin like modifier activating enzyme 1	Protein Stability & Degradation	-0.0559122	0.492767
sample2_user	XPNPEP3	X-prolyl aminopeptidase 3	Protein Stability & Degradation	-0.221885	0.105107
sample2_user	ACSS1	acyl-CoA synthetase short chain family member 1	Pyruvate Metabolism	0.139766	0.457735
sample2_user	ACSS2	acyl-CoA synthetase short chain family member 2	Pyruvate Metabolism	-0.149989	0.431747
sample2_user	ADHFE1	alcohol dehydrogenase iron containing 1	Pyruvate Metabolism	-0.325933	0.0363979
sample2_user	ALDH7A1	aldehyde dehydrogenase 7 family member A1	Pyruvate Metabolism	0.092765	0.41723
sample2_user	DLAT	dihydrolipoamide S-acetyltransferase	Pyruvate Metabolism	0.208084	0.125192
sample2_user	HAGH	hydroxyacylglutathione hydrolase	Pyruvate Metabolism	-0.338511	0.00927528
sample2_user	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	Pyruvate Metabolism	0.0836505	0.600908
sample2_user	L2HGDH	L-2-hydroxyglutarate dehydrogenase	Pyruvate Metabolism	-0.00163671	0.988823
sample2_user	LDHD	lactate dehydrogenase D	Pyruvate Metabolism	-0.382575	0.0158706
sample2_user	ME1	malic enzyme 1	Pyruvate Metabolism	0.51094	0.00997217
sample2_user	ME2	malic enzyme 2	Pyruvate Metabolism	0.130962	0.370222
sample2_user	ME3	malic enzyme 3	Pyruvate Metabolism	0.0722771	0.700615
sample2_user	MPC1	mitochondrial pyruvate carrier 1	Pyruvate Metabolism	-0.030401	0.787053
sample2_user	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	Pyruvate Metabolism	-0.188575	0.558458
sample2_user	PDHA1	pyruvate dehydrogenase E1 alpha 1 subunit	Pyruvate Metabolism	-0.158666	0.106129
sample2_user	PDHB	pyruvate dehydrogenase E1 beta subunit	Pyruvate Metabolism	0.145279	0.0682663
sample2_user	PDK1	pyruvate dehydrogenase kinase 1	Pyruvate Metabolism	-0.0220657	0.88363
sample2_user	PDK2	pyruvate dehydrogenase kinase 2	Pyruvate Metabolism	-0.240615	0.0471258
sample2_user	PDK3	pyruvate dehydrogenase kinase 3	Pyruvate Metabolism	0.23278	0.3041
sample2_user	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	Pyruvate Metabolism	0.252901	0.215344
sample2_user	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	Pyruvate Metabolism	-0.0683827	0.742826
sample2_user	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	Pyruvate Metabolism	-0.153215	0.303743
sample2_user	CAT	catalase	ROS Defense	-0.349231	0.056453
sample2_user	GCLC	glutamate-cysteine ligase catalytic subunit	ROS Defense	-0.321014	0.0531145
sample2_user	GCLM	glutamate-cysteine ligase modifier subunit	ROS Defense	0.0239755	0.863513
sample2_user	GLRX2	glutaredoxin 2	ROS Defense	0.430838	0.0262952
sample2_user	GPX4	glutathione peroxidase 4	ROS Defense	0.186618	0.148829
sample2_user	GSR	glutathione-disulfide reductase	ROS Defense	0.662973	0.0000550302
sample2_user	GSS	glutathione synthetase	ROS Defense	0.139566	0.562539
sample2_user	GSTA4	glutathione S-transferase alpha 4	ROS Defense	-0.401789	0.0193058
sample2_user	MPV17	mitochondrial inner membrane protein MPV17	ROS Defense	0.421987	0.00376705
sample2_user	MPV17L	MPV17 mitochondrial inner membrane protein like	ROS Defense	0.703873	0.0831242
sample2_user	MSRA	methionine sulfoxide reductase A	ROS Defense	0.0127629	0.929288
sample2_user	MSRB3	methionine sulfoxide reductase B3	ROS Defense	0.117101	0.217836
sample2_user	NUDT2	nudix hydrolase 2	ROS Defense	-0.0615661	0.556956
sample2_user	OGG1	8-oxoguanine DNA glycosylase	ROS Defense	0.176202	0.513467
sample2_user	OXR1	oxidation resistance 1	ROS Defense	-0.0253688	0.859029
sample2_user	PARK7	Parkinsonism associated deglycase	ROS Defense	0.0256786	0.818991
sample2_user	PRDX1	peroxiredoxin 1	ROS Defense	0.00565956	0.96481
sample2_user	PRDX3	peroxiredoxin 3	ROS Defense	-0.0449423	0.680813
sample2_user	PRDX5	peroxiredoxin 5	ROS Defense	0.116545	0.211739
sample2_user	SOD1	superoxide dismutase 1	ROS Defense	0.116982	0.303669
sample2_user	SOD2	superoxide dismutase 2	ROS Defense	-0.262376	0.00985151
sample2_user	TXN	thioredoxin	ROS Defense	-0.00226649	0.98726
sample2_user	TXN2	thioredoxin 2	ROS Defense	0.335178	0.00423358
sample2_user	TXNRD1	thioredoxin reductase 1	ROS Defense	-0.254075	0.0353576
sample2_user	TXNRD2	thioredoxin reductase 2	ROS Defense	-0.170372	0.413219
sample2_user	ALKBH1	alkB homolog 1, histone H2A dioxygenase	Replication & Transcription	0.105373	0.456968
sample2_user	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	Replication & Transcription	0.254176	0.0349522
sample2_user	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2	Replication & Transcription	0.0142062	0.918857
sample2_user	CMPK2	cytidine/uridine monophosphate kinase 2	Replication & Transcription	0.256103	0.296816
sample2_user	DGUOK	deoxyguanosine kinase	Replication & Transcription	0.167433	0.494509
sample2_user	DHX29	DExH-box helicase 29	Replication & Transcription	0.092187	0.594241
sample2_user	DHX30	DExH-box helicase 30	Replication & Transcription	0.0812868	0.349753
sample2_user	ENDOG	endonuclease G	Replication & Transcription	0.0470848	0.789311
sample2_user	EXOG	exo/endonuclease G	Replication & Transcription	-0.312025	0.0356108
sample2_user	FEN1	flap structure-specific endonuclease 1	Replication & Transcription	-0.229585	0.320557
sample2_user	LIG1	DNA ligase 1	Replication & Transcription	-0.19956	0.499344
sample2_user	LIG3	DNA ligase 3	Replication & Transcription	-0.171285	0.234264
sample2_user	MGME1	mitochondrial genome maintenance exonuclease 1	Replication & Transcription	0.784695	0.000440428
sample2_user	MSH5	mutS homolog 5	Replication & Transcription	-0.464953	0.0395854
sample2_user	MTERF1	mitochondrial transcription termination factor 1	Replication & Transcription	0.0510022	0.797666
sample2_user	MTERF2	mitochondrial transcription termination factor 2	Replication & Transcription	0.201443	0.164421
sample2_user	MUTYH	mutY DNA glycosylase	Replication & Transcription	0.512013	0.040146
sample2_user	NFE2L2	nuclear factor, erythroid 2 like 2	Replication & Transcription	-0.0185053	0.92063
sample2_user	NIF3L1	NGG1 interacting factor 3 like 1	Replication & Transcription	0.281364	0.0299002
sample2_user	NSUN2	NOP2/Sun RNA methyltransferase 2	Replication & Transcription	-0.181452	0.166796
sample2_user	NT5M	5',3'-nucleotidase, mitochondrial	Replication & Transcription	-0.0405432	0.679306
sample2_user	NTHL1	nth like DNA glycosylase 1	Replication & Transcription	0.403226	0.0155933
sample2_user	POLDIP2	DNA polymerase delta interacting protein 2	Replication & Transcription	0.113905	0.161503
sample2_user	POLG	DNA polymerase gamma, catalytic subunit	Replication & Transcription	0.0143594	0.910715
sample2_user	POLRMT	RNA polymerase mitochondrial	Replication & Transcription	-0.117154	0.209103
sample2_user	RAD51	RAD51 recombinase	Replication & Transcription	0.405669	0.0747731
sample2_user	RNASEH1	ribonuclease H1	Replication & Transcription	-0.119226	0.371577
sample2_user	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	Replication & Transcription	0.678496	0.000249628
sample2_user	SSBP1	single stranded DNA binding protein 1	Replication & Transcription	0.585434	0.00674295
sample2_user	SUPV3L1	Suv3 like RNA helicase	Replication & Transcription	-0.250368	0.0580847
sample2_user	TEFM	transcription elongation factor, mitochondrial	Replication & Transcription	0.0640216	0.610256
sample2_user	TFB1M	transcription factor B1, mitochondrial	Replication & Transcription	0.025254	0.889386
sample2_user	TFB2M	transcription factor B2, mitochondrial	Replication & Transcription	0.26779	0.0540183
sample2_user	TK2	thymidine kinase 1	Replication & Transcription	0.0131895	0.883556
sample2_user	TOP1MT	DNA topoisomerase I mitochondrial	Replication & Transcription	0.649416	0.166685
sample2_user	TOP3A	DNA topoisomerase III alpha	Replication & Transcription	0.253798	0.0264191
sample2_user	TRUB2	TruB pseudouridine synthase family member 2	Replication & Transcription	0.225475	0.0429913
sample2_user	TWNK	twinkle mtDNA helicase	Replication & Transcription	0.460345	0.00038376
sample2_user	UNG	uracil DNA glycosylase	Replication & Transcription	0.706002	0.000115644
sample2_user	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	Replication & Transcription	0.126776	0.356152
sample2_user	ARNT	aryl hydrocarbon receptor nuclear translocator	Transcription (nuclear)	-0.18023	0.180231
sample2_user	ATF4	activating transcription factor 4 	Transcription (nuclear)	-0.810726	0.0000032189
sample2_user	CREB1	cAMP responsive element binding protein 1	Transcription (nuclear)	-0.168304	0.323509
sample2_user	ESRRA	estrogen related receptor alpha	Transcription (nuclear)	0.0427949	0.645018
sample2_user	FOXO3	forkhead box O3 	Transcription (nuclear)	-0.183024	0.36039
sample2_user	GABPA	GA binding protein transcription factor subunit alpha	Transcription (nuclear)	0.166719	0.251835
sample2_user	HIF1A	hypoxia inducible factor 1 subunit alpha 	Transcription (nuclear)	0.0100181	0.946575
sample2_user	MITF	melanocyte inducing transcription factor 	Transcription (nuclear)	-0.0580594	0.684421
sample2_user	MYC	MYC proto-oncogene, bHLH transcription factor	Transcription (nuclear)	-1.25367	0.000485752
sample2_user	NRF1	nuclear respiratory factor 1	Transcription (nuclear)	-0.0727495	0.660667
sample2_user	PPARA	peroxisome proliferator activated receptor alpha	Transcription (nuclear)	0.0234561	0.935104
sample2_user	PPARG	peroxisome proliferator activated receptor gamma	Transcription (nuclear)	-0.287774	0.202808
sample2_user	PPARGC1A	PPARG coactivator 1 alpha	Transcription (nuclear)	-1.10712	0.00701366
sample2_user	PPARGC1B	PPARG coactivator 1 beta	Transcription (nuclear)	0.859216	0.00434096
sample2_user	PPRC1	PPARG related coactivator 1	Transcription (nuclear)	-0.3458	0.0311776
sample2_user	RELA	RELA proto-oncogene, NF-kB subunit 	Transcription (nuclear)	-0.161261	0.249151
sample2_user	SP1	Sp1 transcription factor	Transcription (nuclear)	0.0895346	0.677109
sample2_user	TFE3	transcription factor binding to IGHM enhancer 3	Transcription (nuclear)	0.0573548	0.568242
sample2_user	TFEB	transcription factor EB	Transcription (nuclear)	-0.328975	0.0270535
sample2_user	TP53	tumor protein p53	Transcription (nuclear)	0.00150603	0.993766
sample2_user	YAP1	Yes associated protein 1	Transcription (nuclear)	0.358184	0.00582109
sample2_user	YY1	YY1 transcription factor	Transcription (nuclear)	0.15991	0.0923446
sample2_user	ABCB10	ATP binding cassette subfamily B member 10	Transmembrane Transport	0.191161	0.127014
sample2_user	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	Transmembrane Transport	-0.10476	0.518673
sample2_user	ABCB7	ATP binding cassette subfamily B member 7	Transmembrane Transport	-0.118969	0.293478
sample2_user	ABCB8	ATP binding cassette subfamily B member 8	Transmembrane Transport	-0.160402	0.143531
sample2_user	ABCD3	ATP binding cassette subfamily D member 3	Transmembrane Transport	0.0050957	0.966912
sample2_user	ABCE1	ATP binding cassette subfamily E member 1	Transmembrane Transport	-0.128403	0.256429
sample2_user	ABCF2	ATP binding cassette subfamily F member 2	Transmembrane Transport	0.013717	0.900334
sample2_user	FAM210B	family with sequence similarity 210 member B	Transmembrane Transport	0.408253	0.00476863
sample2_user	MRS2	magnesium transporter MRS2	Transmembrane Transport	0.137483	0.207268
sample2_user	NIPSNAP3A	nipsnap homolog 3A	Transmembrane Transport	0.451178	0.0491387
sample2_user	NIPSNAP3B	nipsnap homolog 3B	Transmembrane Transport	-0.203834	0.097137
sample2_user	PRELID2	PRELI domain containing 2	Transmembrane Transport	0.624603	0.0695516
sample2_user	SFXN1	sideroflexin 1	Transmembrane Transport	-0.385498	0.157659
sample2_user	SFXN2	sideroflexin 2	Transmembrane Transport	-0.144758	0.631078
sample2_user	SFXN3	sideroflexin 3	Transmembrane Transport	0.440883	0.0770246
sample2_user	SFXN4	sideroflexin 4	Transmembrane Transport	-0.0438768	0.748189
sample2_user	SFXN5	sideroflexin 5	Transmembrane Transport	-0.041511	0.821416
sample2_user	VDAC1	voltage dependent anion channel 1	Transmembrane Transport	0.0734542	0.418266
sample2_user	VDAC2	voltage dependent anion channel 2	Transmembrane Transport	0.0582181	0.49455
sample2_user	VDAC3	voltage dependent anion channel 3	Transmembrane Transport	-0.133828	0.319943
sample2_user	ACO1	aconitase 1	Tricarboxylic Acid Cycle	0.291055	0.0324676
sample2_user	ACO2	aconitase 2	Tricarboxylic Acid Cycle	-0.109958	0.291338
sample2_user	CS	citrate synthase	Tricarboxylic Acid Cycle	0.084318	0.313388
sample2_user	DLD	dihydrolipoamide dehydrogenase	Tricarboxylic Acid Cycle	0.0567474	0.60654
sample2_user	DLST	dihydrolipoamide S-succinyltransferase	Tricarboxylic Acid Cycle	0.0883641	0.291689
sample2_user	FH	fumarate hydratase	Tricarboxylic Acid Cycle	-0.0608812	0.493108
sample2_user	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	Tricarboxylic Acid Cycle	0.198073	0.244536
sample2_user	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	Tricarboxylic Acid Cycle	-0.128208	0.121628
sample2_user	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	Tricarboxylic Acid Cycle	0.0722451	0.414698
sample2_user	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta	Tricarboxylic Acid Cycle	-0.0827399	0.334171
sample2_user	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	Tricarboxylic Acid Cycle	-0.232007	0.0551009
sample2_user	MDH1	malate dehydrogenase 1	Tricarboxylic Acid Cycle	-0.0697976	0.421889
sample2_user	MDH2	malate dehydrogenase 2	Tricarboxylic Acid Cycle	-0.124115	0.180419
sample2_user	NNT	nicotinamide nucleotide transhydrogenase	Tricarboxylic Acid Cycle	-0.0816286	0.609293
sample2_user	OGDH	oxoglutarate dehydrogenase	Tricarboxylic Acid Cycle	-0.184793	0.0557582
